x-axis,1
second,Volt
+360.00E-06,
+380.00E-06,+1.14103328E+00
+400.00E-06,+867.16394E-03
+420.00E-06,+533.62123E-03
+440.00E-06,+359.62626E-03
+460.00E-06,+254.09862E-03
+480.00E-06,+131.61118E-03
+500.00E-06,-68.13756E-03
+520.00E-06,-261.60489E-03
+540.00E-06,-351.42901E-03
+560.00E-06,-269.14258E-03
+580.00E-06,-134.09233E-03
+600.00E-06,-52.43404E-03
+620.00E-06,-97.66017E-03
+640.00E-06,-212.60992E-03
+660.00E-06,-405.44911E-03
+680.00E-06,-761.60489E-03
+700.00E-06,-1.39853955E+00
+720.00E-06,-1.97768528E+00
+740.00E-06,-2.05054960E+00
+760.00E-06,-2.04364005E+00
+780.00E-06,-2.04301191E+00
+800.00E-06,-2.03547422E+00
+820.00E-06,-2.03358980E+00
+840.00E-06,-2.02793653E+00
+860.00E-06,-2.02039884E+00
+880.00E-06,-1.94627824E+00
+900.00E-06,-1.68057473E+00
+920.00E-06,-1.23899182E+00
+940.00E-06,-821.90639E-03
+960.00E-06,-481.45414E-03
+980.00E-06,-233.96670E-03
+1.00000E-03,+22.31470E-03
+1.02000E-03,+315.02827E-03
+1.04000E-03,+661.13379E-03
+1.06000E-03,+955.10364E-03
+1.08000E-03,+1.15171167E+00
+1.10000E-03,+1.22206343E+00
+1.12000E-03,+1.24090765E+00
+1.14000E-03,+1.24027951E+00
+1.16000E-03,+1.23776695E+00
+1.18000E-03,+1.23525439E+00
+1.20000E-03,+1.23274182E+00
+1.22000E-03,+1.23022926E+00
+1.24000E-03,+1.22771670E+00
+1.26000E-03,+1.22520414E+00
+1.28000E-03,+1.22331971E+00
+1.30000E-03,+1.22269157E+00
+1.32000E-03,+1.22017901E+00
+1.34000E-03,+1.21766645E+00
+1.36000E-03,+1.21578203E+00
+1.38000E-03,+1.21515389E+00
+1.40000E-03,+1.21326946E+00
+1.42000E-03,+1.21075690E+00
+1.44000E-03,+1.12093278E+00
+1.46000E-03,+657.36495E-03
+1.48000E-03,-259.09233E-03
+1.50000E-03,-1.28170538E+00
+1.52000E-03,-1.98145412E+00
+1.54000E-03,-2.06499683E+00
+1.56000E-03,-2.05557472E+00
+1.58000E-03,-2.05243402E+00
+1.60000E-03,-2.04364005E+00
+1.62000E-03,-2.04238377E+00
+1.64000E-03,-2.01914256E+00
+1.66000E-03,-1.90356467E+00
+1.68000E-03,-1.54238377E+00
+1.70000E-03,-863.99182E-03
+1.72000E-03,+218.92274E-03
+1.74000E-03,+1.14480213E+00
+1.76000E-03,+1.24718906E+00
+1.78000E-03,+1.24216394E+00
+1.80000E-03,+1.23776695E+00
+1.82000E-03,+1.23525439E+00
+1.84000E-03,+1.23274182E+00
+1.86000E-03,+1.23022926E+00
+1.88000E-03,+1.22834484E+00
+1.90000E-03,+1.22771670E+00
+1.92000E-03,+1.22520414E+00
+1.94000E-03,+1.22206343E+00
+1.96000E-03,+1.15736494E+00
+1.98000E-03,+765.40515E-03
+2.00000E-03,-148.53957E-03
+2.02000E-03,-1.24715765E+00
+2.04000E-03,-1.98899181E+00
+2.06000E-03,-2.05745915E+00
+2.08000E-03,-2.04803703E+00
+2.10000E-03,-2.04552447E+00
+2.12000E-03,-2.03798678E+00
+2.14000E-03,-2.03421794E+00
+2.16000E-03,-1.97894156E+00
+2.18000E-03,-1.69565010E+00
+2.20000E-03,-1.00972046E+00
+2.22000E-03,-14.74560E-03
+2.24000E-03,+976.46042E-03
+2.26000E-03,+1.25221419E+00
+2.28000E-03,+1.24781720E+00
+2.30000E-03,+1.24404836E+00
+2.32000E-03,+1.23776695E+00
+2.34000E-03,+1.23462625E+00
+2.36000E-03,+1.23085740E+00
+2.38000E-03,+1.23022926E+00
+2.40000E-03,+1.22771670E+00
+2.42000E-03,+1.22520414E+00
+2.44000E-03,+1.22331971E+00
+2.46000E-03,+1.22206343E+00
+2.48000E-03,+1.10334484E+00
+2.50000E-03,+487.13882E-03
+2.52000E-03,-619.01695E-03
+2.54000E-03,-1.63409232E+00
+2.56000E-03,-2.05180588E+00
+2.58000E-03,-2.05306216E+00
+2.60000E-03,-2.04552447E+00
+2.62000E-03,-2.04301191E+00
+2.64000E-03,-2.03610236E+00
+2.66000E-03,-2.03547422E+00
+2.68000E-03,-2.02668025E+00
+2.70000E-03,-1.97266015E+00
+2.72000E-03,-1.65733352E+00
+2.74000E-03,-870.27323E-03
+2.76000E-03,+298.69661E-03
+2.78000E-03,+1.18814384E+00
+2.80000E-03,+1.25472675E+00
+2.82000E-03,+1.24970162E+00
+2.84000E-03,+1.24467650E+00
+2.86000E-03,+1.23965137E+00
+2.88000E-03,+1.23525439E+00
+2.90000E-03,+1.23274182E+00
+2.92000E-03,+1.22897298E+00
+2.94000E-03,+1.18311871E+00
+2.96000E-03,+905.48052E-03
+2.98000E-03,+201.96294E-03
+3.00000E-03,-791.75564E-03
+3.02000E-03,-1.77228327E+00
+3.04000E-03,-2.04552447E+00
+3.06000E-03,-2.04364005E+00
+3.08000E-03,-2.03861492E+00
+3.10000E-03,-2.03798678E+00
+3.12000E-03,-2.03107724E+00
+3.14000E-03,-2.03044910E+00
+3.16000E-03,-2.02353955E+00
+3.18000E-03,-2.02228327E+00
+3.20000E-03,-2.00218276E+00
+3.22000E-03,-1.84514759E+00
+3.24000E-03,-1.18057473E+00
+3.26000E-03,+34.87752E-03
+3.28000E-03,+1.12281720E+00
+3.30000E-03,+1.26477700E+00
+3.32000E-03,+1.25975187E+00
+3.34000E-03,+1.25472675E+00
+3.36000E-03,+1.24970162E+00
+3.38000E-03,+1.24530464E+00
+3.40000E-03,+1.24279208E+00
+3.42000E-03,+1.23965137E+00
+3.44000E-03,+1.23525439E+00
+3.46000E-03,+1.23211368E+00
+3.48000E-03,+1.22520414E+00
+3.50000E-03,+1.14228956E+00
+3.52000E-03,+704.47550E-03
+3.54000E-03,-224.54459E-03
+3.56000E-03,-1.28484609E+00
+3.58000E-03,-1.99024809E+00
+3.60000E-03,-2.04301191E+00
+3.62000E-03,-2.04049935E+00
+3.64000E-03,-2.03358980E+00
+3.66000E-03,-2.03358980E+00
+3.68000E-03,-2.02793653E+00
+3.70000E-03,-2.01474558E+00
+3.72000E-03,-1.85331342E+00
+3.74000E-03,-1.24652951E+00
+3.76000E-03,-223.91645E-03
+3.78000E-03,+820.05339E-03
+3.80000E-03,+1.26038002E+00
+3.82000E-03,+1.25786745E+00
+3.84000E-03,+1.25472675E+00
